/m/01_5g,Chopsticks
/m/0c06p,Candle
/m/01lsmm,Scissors
/m/01bqk0,Bicycle wheel
/m/0l14j_,Flute
/m/0342h,Guitar
/m/09j2d,Clothing
/m/076bq,Segway
/m/01xqw,Cello
/m/01599,Beer
/m/0cjs7,Asparagus
/m/06y5r,Sword
/m/06ncr,Saxophone
/m/078jl,Snake
/m/0dkzw,Seat belt
/m/081qc,Wine
/m/04_sv,Motorcycle
/m/0ph39,Canoe
/m/03v5tg,Drinking straw
/m/06_fw,Skateboard
/m/01j5ks,Wrench
/m/03q5c7,Saucer
/m/03k3r,Horse
/m/05r5c,Piano
/m/02zt3,Kite
/m/06_72j,Digital clock
/m/06bt6,Reptile
/m/02gzp,Dagger
/m/019w40,Surfboard
/m/01g317,Person
/m/09qck,Banana
/m/0cmf2,Airplane
/m/0271t,Drink
/m/01dwsz,Waffle
/m/0dbzx,Mule
/m/03g8mr,Baseball bat
/m/0k5j,Aircraft
/m/04m9y,Lizard
/m/0cmx8,Spoon
/m/01x_v,Camel
/m/01xq0k1,Cattle
/m/0cn6p,Otter
/m/02f9f_,Shower
/m/01btn,Barge
/m/01xs3r,Jet ski
/m/0fm3zh,Flowerpot
/m/04ylt,Missile
/m/01gkx_,Swimwear
/m/04yx4,Man
/m/0h8n6f9,Dog bed
/m/0138tl,Toy
/m/05n4y,Ostrich
/m/01d40f,Dress
/m/015x5n,Radish
/m/06c7f7,Lipstick
/m/039xj_,Human ear
/m/0c2jj,Axe
/m/07dd4,Torch
/m/02jz0l,Tap
/m/083wq,Wheel
/m/03bk1,Giraffe
/m/04h7h,Lighthouse
/m/09rvcxw,Rocket
/m/0hf58v5,Luggage and bags
/m/05bm6,Nail
/m/01x3jk,Snowmobile
/m/07cmd,Tank
/m/0176mf,Belt
/m/0k1tl,Pen
/m/084zz,Whale
/m/02crq1,Couch
/m/0ch_cf,Fish
/m/03q5t,Harpsichord
/m/03bt1vf,Woman
/m/09f_2,Crocodile
/m/0_dqb,Chisel
/m/0l3ms,Balance beam
/m/02p0tk3,Human body
/m/01bms0,Screwdriver
/m/0ftb8,Sunflower
/m/029bxz,Oven
/m/024g6,Cocktail
/m/02hj4,Dolphin
/m/04p0qw,Billiard table
/m/06k2mb,High heels
/m/03bj1,Panda
/m/0km7z,Skunk
/m/068zj,Pig
/m/01xyhv,Suit
/m/01f91_,Pretzel
/m/01940j,Backpack
/m/01dwwc,Pancake
/m/06l9r,Red panda
/m/080n7g,Paper cutter
/m/0cnyhnx,Bull
/m/015qff,Traffic light
/m/079cl,Skyscraper
/m/01h44,Bat
/m/01yx86,Bronze sculpture
/m/04f5ws,Bottle opener
/m/0bwd_0j,Elephant
/m/02d1br,Spatula
/m/05r655,Girl
/m/025dyy,Box
/m/025nd,Christmas tree
/m/0bt_c3,Book
/m/0703r8,Loveseat
/m/0c9ph5,Flower
/m/0fj52s,Carrot
/m/04v6l4,Frying pan
/m/03wvsk,Hair dryer
/m/0283dt1,Human mouth
/m/09ddx,Duck
/m/0jly1,Turkey
/m/08pbxl,Monkey
/m/07jdr,Train
/m/03fj2,Goldfish
/m/01s55n,Suitcase
/m/01bl7v,Boy
/m/058qzx,Kitchen knife
/m/0dv9c,Racket
/m/0jg57,Bell pepper
/m/01x3z,Clock
/m/04c0y,Kangaroo
/m/07r04,Truck
/m/015p6,Bird
/m/03jbxj,Light switch
/m/03fwl,Goat
/m/04dr76w,Bottle
/m/0pg52,Taxi
/m/0cd4d,Cheetah
/m/04cp_,Koala
/m/09b5t,Chicken
/m/06msq,Sculpture
/m/096mb,Lion
/m/0898b,Zebra
/m/03l9g,Hammer
/m/084rd,Wok
/m/02h19r,Scarf
/m/07dm6,Tiger
/m/05z6w,Penguin
/m/0c29q,Leopard
/m/0k4j,Car
/m/0fbw6,Cabbage
/m/0gv1x,Parrot
/m/0dv5r,Camera
/m/01f8m5,Blue jay
/m/0dbvp,Goose
/m/04h8sr,Dumbbell
/m/01lcw4,Limousine
/m/03m3vtv,Adhesive tape
/m/03120,Flag
/m/03c7gz,Door handle
/m/02vqfm,Coffee
/m/0h8lkj8,Corded phone
/m/046dlr,Alarm clock
/m/07clx,Tea
/m/0bjyj5,Waste container
/m/01lrl,Carnivore
/m/01h8tj,Starfish
/m/01d380,Drill
/m/02d9qx,Whiteboard
/m/03d443,Rhinoceros
/m/080hkjn,Handbag
/m/09f20,Hippopotamus
/m/0xzly,Maracas
/m/09ld4,Frog
/m/071qp,Squirrel
/m/03bbps,Power plugs and sockets
/m/0gxl3,Handgun
/m/0dftk,Swan
/m/0174k2,Washing machine
/m/0h8my_4,Tennis racket
/m/0by6g,Shark
/m/0ct4f,Bomb
/m/0449p,Jaguar
/m/0120dh,Sea turtle
/m/099ssp,Platter
/m/04zpv,Milk
/m/012074,Magpie
/m/027pcv,Zucchini
/m/0ccs93,Canary
/m/09dzg,Turtle
/m/0dq75,Raccoon
/m/01dy8n,Woodpecker
/m/0fszt,Cake
/m/01z1kdw,Juice
/m/02zvsm,Tart
/m/034c16,Pillow
/m/05w9t9,Hair spray
/m/0bt9lr,Dog
/m/02g30s,Guacamole
/m/052sf,Mushroom
/m/01m2v,Computer keyboard
/m/04ctx,Knife
/m/02p3w7d,Roller skates
/m/01rkbr,Tie
/m/03y6mg,Food processor
/m/027rl48,Ladle
/m/01kb5b,Flashlight
/m/06mf6,Rabbit
/m/07fbm7,Strawberry
/m/05gqfk,Plastic bag
/m/016m2d,Skull
/m/05676x,Pencil case
/m/03s_tn,Kettle
/m/0h8nsvg,Facial tissue holder
/m/0hnyx,Pastry
/m/047j0r,Filing cabinet
/m/07bgp,Sheep
/m/08ks85,Pizza cutter
/m/03m3pdh,Sofa bed
/m/0d20w4,Beaker
/m/01tcjp,Muffin
/m/0h23m,Sparrow
/m/0663v,Pizza
/m/0lt4_,Binoculars
/m/0fly7,Jeans
/m/0xfy,Armadillo
/m/01hrv5,Popcorn
/m/04tn4x,Swim cap
/m/01nkt,Cheese
/m/0306r,Fox
/m/0wdt60w,Rugby ball
/m/07mhn,Trousers
/m/01bjv,Bus
/m/09g1w,Toilet
/m/015x4r,Cucumber
/m/0hkxq,Broccoli
/m/02zn6n,Barrel
/m/04g2r,Lynx
/m/0kmg4,Teddy bear
/m/015wgc,Croissant
/m/02dl1y,Hat
/m/03grzl,Baseball glove
/m/09csl,Eagle
/m/0420v5,Punching bag
/m/09728,Bread
/m/05zsy,Pumpkin
/m/02l8p9,Harbor seal
/m/05_5p_0,Table tennis racket
/m/02wbtzl,Sun hat
/m/0388q,Grape
/m/07j87,Tomato
/m/0584n8,Briefcase
/m/0frqm,Envelope
/m/01yrx,Cat
/m/01jfm_,Vehicle registration plate
/m/011k07,Tortoise
/m/0pcr,Alpaca
/m/02fh7f,Eraser
/m/03qrc,Hamster
/m/02w3r3,Paper towel
/m/0f571,Diaper
/m/01b638,Boot
/m/01k6s3,Toaster
/m/04rmv,Mouse
/m/02s195,Vase
/m/01nq26,Sock
/m/0cyhj_,Orange
/m/0dv77,Squash
/m/0f6wt,Falcon
/m/01n4qj,Shirt
/m/0cl4p,Hedgehog
/m/09k_b,Lemon
/m/0h2r6,Van
/m/01fh4r,Teapot
/m/01dws,Bear
/m/026qbn5,Studio couch
/m/03qjg,Harmonica
/m/09gtd,Toilet paper
/m/0174n1,Glove
/m/0162_1,Towel
/m/0gd36,Sea lion
/m/01dxs,Brown bear
/m/012n7d,Ambulance
/m/03qhv5,Heater
/m/0jwn_,Pomegranate
/m/061_f,Pear
/m/0fx9l,Microwave oven
/m/02fq_6,Fedora
/m/09d5_,Owl
/m/02jfl0,Sombrero
/m/06j2d,Raven
/m/0l515,Sandwich
/m/02tsc9,Slow cooker
/m/06m11,Rose
/m/025rp__,Cowboy hat
/m/01m4t,Printer
/m/0hdln,Ruler
/m/047v4b,Artichoke
/m/01j51,Balloon
/m/01fb_0,Bagel
/m/01j3zr,Burrito
/m/0440zs,Cocktail shaker
/m/0633h,Polar bear
/m/07v9_z,Measuring cup
/m/08hvt4,Jug
/m/0dj6p,Peach
/m/05vtc,Potato
/m/0gjkl,Watch
/m/04kkgm,Bowl
/m/0bh9flk,Tablet computer
/m/01c648,Laptop
/m/02ctlc,Cricket ball
/m/06pcq,Submarine sandwich
/m/01pns0,Fire hydrant
/m/0c3mkw,Soap dispenser
/m/05kyg_,Chest of drawers
/m/0h8ntjv,Pressure cooker
/m/054fyh,Pitcher
/m/01bfm9,Shorts
